Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term,Default_Status
CUST_676,50,103793,34990,578,60,Yes
CUST_677,25,48164,47907,358,48,No
CUST_678,53,45491,39076,745,24,Yes
CUST_679,21,79222,8258,412,24,Yes
CUST_680,38,43165,36629,788,60,No
CUST_681,52,134250,42579,706,12,No
CUST_682,31,23748,27958,666,24,No
CUST_683,41,118581,44465,359,12,Yes
CUST_684,46,46553,25317,628,60,Yes
CUST_685,45,136547,20775,768,24,No
CUST_686,42,80380,16039,362,36,No
CUST_687,47,64331,34097,483,48,Yes
CUST_688,33,116033,39207,610,12,No
CUST_689,53,116844,27553,837,12,No
CUST_690,54,140617,49402,476,12,No
CUST_691,61,59560,5055,728,12,No
CUST_692,55,73865,28161,372,60,No
CUST_693,21,66686,37873,466,60,Yes
CUST_694,41,95910,40969,524,60,Yes
CUST_695,26,24675,20184,308,60,Yes
CUST_696,48,86706,5669,535,24,Yes
CUST_697,37,126985,17663,327,60,No
CUST_698,25,129021,30318,326,24,No
CUST_699,51,144062,38734,849,36,Yes
CUST_700,25,147359,21691,495,60,Yes
CUST_701,58,97986,23522,502,36,Yes
CUST_702,23,96216,16656,384,60,No
CUST_703,43,30068,20893,329,36,No
CUST_704,57,74460,21493,765,48,No
CUST_705,57,120766,8632,398,36,No
CUST_706,30,66418,35336,489,24,No
CUST_707,30,46206,28112,311,12,No
CUST_708,39,148180,43452,329,36,Yes
CUST_709,37,20287,18266,337,12,No
CUST_710,41,42337,21940,593,48,No
CUST_711,34,40666,29003,659,48,No
CUST_712,29,136595,37872,479,24,No
CUST_713,21,21161,39815,411,24,No
CUST_714,33,134817,35869,743,36,No
CUST_715,24,141025,22257,320,60,No
CUST_716,21,120667,21682,444,48,Yes
CUST_717,60,110071,24622,798,12,No
CUST_718,52,118064,35408,445,60,No
CUST_719,54,58751,13837,740,48,No
CUST_720,48,102063,20407,720,36,No
CUST_721,51,126511,34309,615,48,No
CUST_722,28,109389,11382,465,24,No
CUST_723,59,34758,32654,502,12,No
CUST_724,46,85780,23895,795,12,No
CUST_725,54,135614,38551,767,24,No
CUST_726,23,23178,26376,684,60,No
CUST_727,32,51831,5370,613,24,No
CUST_728,21,22176,5486,554,12,Yes
CUST_729,64,123306,28762,322,36,No
CUST_730,25,53654,31613,638,60,No
CUST_731,50,143220,8196,792,48,No
CUST_732,50,46627,47320,810,36,No
CUST_733,37,72550,34401,665,60,No
CUST_734,43,132025,40029,671,12,No
CUST_735,35,64910,15813,518,12,Yes
CUST_736,57,110417,46916,774,36,No
CUST_737,41,78251,13572,722,60,Yes
CUST_738,34,55422,33225,655,48,No
CUST_739,22,31984,37275,759,48,No
CUST_740,31,109312,11843,802,24,No
CUST_741,59,81386,6105,326,36,No
CUST_742,58,103291,48209,522,60,No
CUST_743,54,27135,36639,447,36,Yes
CUST_744,58,20320,47487,723,48,Yes
CUST_745,54,122958,23051,650,60,No
CUST_746,38,114171,33708,485,12,No
CUST_747,50,41684,40459,714,12,Yes
CUST_748,35,75913,16864,728,60,No
CUST_749,47,108774,39764,340,36,Yes
CUST_750,54,41889,6425,692,36,No
CUST_751,58,115849,11849,378,12,Yes
CUST_752,53,118071,41015,843,12,No
CUST_753,44,68899,23976,749,48,No
CUST_754,35,144011,39258,773,60,No
CUST_755,50,30770,36113,441,36,No
CUST_756,62,59321,20401,550,48,No
CUST_757,37,105962,17884,593,36,No
CUST_758,25,129863,23824,435,12,No
CUST_759,49,61777,42563,783,60,No
CUST_760,24,66250,39414,611,24,No
CUST_761,30,93034,21142,345,60,No
CUST_762,37,124940,10956,535,24,No
CUST_763,30,60130,18928,347,48,No
CUST_764,37,101931,14721,497,24,No
CUST_765,40,69346,16157,383,24,Yes
CUST_766,44,22537,40135,842,48,No
CUST_767,25,104762,11696,460,60,Yes
CUST_768,54,35216,32862,727,48,No
CUST_769,26,104149,10190,370,12,No
CUST_770,22,23009,9663,819,12,No
CUST_771,33,109904,44830,351,24,Yes
CUST_772,63,49327,9331,344,48,Yes
CUST_773,63,34209,49648,592,48,Yes
CUST_774,31,68443,33549,764,48,No
CUST_775,43,35029,21246,849,60,No
CUST_776,36,87613,30761,679,36,No
CUST_777,51,99443,8262,777,36,No
CUST_778,31,76997,12036,561,36,No
CUST_779,36,122171,27322,478,60,Yes
CUST_780,28,134456,24131,656,48,Yes
CUST_781,24,82559,9677,718,36,Yes
CUST_782,60,84892,12972,500,48,No
CUST_783,24,90409,20329,312,24,No
CUST_784,45,28635,42032,742,36,No
CUST_785,23,53065,40901,585,24,Yes
CUST_786,52,131399,49380,557,60,Yes
CUST_787,23,140544,25493,847,12,No
CUST_788,47,127340,23595,789,60,Yes
CUST_789,49,53783,26923,797,60,No
CUST_790,52,54152,14735,632,60,No
CUST_791,39,78741,39457,331,36,Yes
CUST_792,41,127049,47531,342,24,No
CUST_793,25,71502,12727,650,36,No
CUST_794,38,49092,12764,633,12,No
CUST_795,48,37653,32599,569,60,No
CUST_796,62,117999,5818,712,48,No
CUST_797,42,119564,42289,318,12,No
CUST_798,41,60469,38892,646,24,No
CUST_799,26,143064,10660,336,12,Yes
CUST_800,21,106483,34521,391,36,No
CUST_801,25,141585,43409,484,48,No
CUST_802,61,79754,39470,327,36,Yes
CUST_803,32,49978,23385,847,60,No
CUST_804,46,107592,28296,671,60,No
CUST_805,54,114543,28616,829,12,No
CUST_806,34,63169,31382,644,60,No
CUST_807,46,68287,16139,718,60,No
CUST_808,47,74745,37060,495,24,No
CUST_809,29,130168,27419,377,24,Yes
CUST_810,46,133985,32785,466,36,Yes
CUST_811,42,140843,20702,389,36,No
CUST_812,50,25543,34217,563,24,No
CUST_813,63,76392,44291,771,12,No
CUST_814,37,41067,17397,507,24,No
CUST_815,46,71033,45879,570,36,No
CUST_816,56,65256,40169,562,48,No
CUST_817,21,110633,31940,805,60,No
CUST_818,28,128383,47249,811,48,No
CUST_819,55,129048,33341,823,48,No
CUST_820,35,89345,15067,611,60,No
CUST_821,42,42191,18824,473,24,No
CUST_822,34,106803,18444,730,12,No
CUST_823,46,92742,38307,762,48,No
CUST_824,48,138843,15974,400,12,No
CUST_825,43,106593,43383,315,36,No
CUST_826,34,48992,34290,557,48,Yes
CUST_827,44,132050,21016,543,36,Yes
CUST_828,22,101531,37112,647,24,No
CUST_829,46,68803,33513,548,48,No
CUST_830,34,129975,7956,404,36,Yes
CUST_831,27,83477,13077,586,36,No
CUST_832,23,33210,41490,468,24,Yes
CUST_833,43,103329,49827,719,12,No
CUST_834,63,46270,42855,346,12,Yes
CUST_835,38,82008,48106,342,48,No
CUST_836,58,25197,39938,620,24,No
CUST_837,55,133857,41159,520,48,Yes
CUST_838,35,27452,44710,812,12,No
CUST_839,45,61486,23000,740,24,No
CUST_840,57,34859,18806,443,60,No
CUST_841,48,47236,17809,327,24,No
CUST_842,30,51899,19855,466,24,No
CUST_843,59,52083,46876,548,60,No
CUST_844,37,87708,34388,656,36,Yes
CUST_845,59,131462,11458,410,36,No
CUST_846,42,36663,40524,533,36,No
CUST_847,46,113076,11853,323,12,Yes
CUST_848,64,138665,45477,325,24,Yes
CUST_849,45,39053,37222,680,60,No
CUST_850,37,31085,23320,645,12,No
CUST_851,33,50564,33618,677,60,No
CUST_852,40,109745,22352,821,12,No
CUST_853,45,79095,12297,316,12,Yes
CUST_854,24,89517,32940,544,12,Yes
CUST_855,30,41153,8203,838,60,No
CUST_856,23,25247,44267,501,48,No
CUST_857,61,30553,42941,547,12,Yes
CUST_858,38,40811,22273,417,36,Yes
CUST_859,56,115381,30368,308,24,No
CUST_860,42,26135,16650,322,48,No
CUST_861,54,25573,35984,539,48,No
CUST_862,28,138819,46941,326,60,No
CUST_863,60,144588,12382,380,48,Yes
CUST_864,64,99267,5801,498,60,Yes
CUST_865,39,27189,46002,391,60,Yes
CUST_866,62,100077,24733,383,36,Yes
CUST_867,61,63646,14969,599,12,No
CUST_868,57,96623,40969,595,48,No
CUST_869,26,131971,21733,753,12,No
CUST_870,46,73687,37449,580,12,Yes
CUST_871,54,88312,31143,358,12,Yes
CUST_872,26,127615,30705,641,60,No
CUST_873,57,47564,33363,764,12,No
CUST_874,53,48835,35720,641,48,No
CUST_875,42,81587,14972,361,60,No
CUST_876,41,27697,38351,728,48,No
CUST_877,26,100165,41145,555,60,Yes
CUST_878,26,93922,27412,646,24,Yes
CUST_879,24,37046,29078,825,24,No
CUST_880,50,77823,27580,603,24,Yes
CUST_881,31,93580,19855,544,24,Yes
CUST_882,50,73370,41169,711,60,No
CUST_883,51,29615,24569,516,12,No
CUST_884,44,133338,30738,815,36,No
CUST_885,29,25060,11772,773,36,No
CUST_886,23,96436,29874,335,24,Yes
CUST_887,51,80519,24731,477,12,No
CUST_888,60,140562,15131,686,48,No
CUST_889,57,91117,5788,316,12,Yes
CUST_890,56,81158,21184,347,48,Yes
CUST_891,44,54782,35897,361,36,Yes
CUST_892,51,105709,7889,368,12,No
CUST_893,26,98533,14569,665,12,Yes
CUST_894,22,128939,26657,461,36,Yes
CUST_895,40,78255,15141,787,12,No
CUST_896,48,131952,24656,730,48,Yes
CUST_897,31,92684,26618,788,12,No
CUST_898,24,76918,16934,529,48,Yes
CUST_899,35,146093,47537,669,24,No
CUST_900,26,104284,28286,477,12,No
CUST_901,50,99558,12612,709,48,No
CUST_902,58,105549,37069,569,36,Yes
CUST_903,22,124223,21205,505,24,No
CUST_904,35,101422,32331,381,12,No
CUST_905,31,140363,18934,492,48,Yes
CUST_906,28,146352,15095,488,12,Yes
CUST_907,46,45256,30958,575,48,No
CUST_908,64,50005,42008,373,12,Yes
CUST_909,25,26638,23706,309,24,No
CUST_910,26,57419,48516,515,24,Yes
CUST_911,46,53377,43066,589,12,No
CUST_912,24,126244,36472,744,12,No
CUST_913,39,63116,39629,492,60,No
CUST_914,40,56634,28004,588,12,Yes
CUST_915,53,102291,25431,443,12,Yes
CUST_916,40,43382,45088,688,24,No
CUST_917,32,135303,49135,706,12,No
CUST_918,21,76063,43015,669,36,No
CUST_919,46,42394,39502,740,12,No
CUST_920,34,87789,36385,828,60,No
CUST_921,58,123246,9663,312,48,Yes
CUST_922,57,130634,43677,639,24,No
CUST_923,31,20864,17818,611,36,No
CUST_924,56,119572,27686,403,48,Yes
CUST_925,33,60222,28977,638,36,No
CUST_926,63,33666,45931,497,24,Yes
CUST_927,23,143664,23454,599,60,No
CUST_928,53,40955,18358,743,24,No
CUST_929,26,130674,11668,658,36,No
CUST_930,30,123533,45769,667,36,No
CUST_931,25,101845,14921,468,24,No
CUST_932,43,136925,39959,448,12,Yes
CUST_933,30,89590,37328,341,24,No
CUST_934,64,147775,13859,501,60,No
CUST_935,22,86471,28970,543,24,No
CUST_936,33,130476,13872,763,48,No
CUST_937,60,108314,24230,748,12,No
CUST_938,22,142579,31708,736,48,Yes
CUST_939,40,63298,23847,830,24,No
CUST_940,21,83108,32105,572,12,No
CUST_941,57,133864,9922,729,48,No
CUST_942,29,68924,9392,512,48,No
CUST_943,37,36709,18541,403,12,Yes
CUST_944,29,29726,24551,491,12,Yes
CUST_945,31,80824,24381,679,36,No
CUST_946,35,60542,40995,380,12,No
CUST_947,44,40245,27948,848,24,No
CUST_948,58,54753,31728,676,60,No
CUST_949,55,99788,7024,453,36,No
CUST_950,50,41316,21713,539,12,No
CUST_951,51,122907,7486,673,60,No
CUST_952,25,104698,6155,503,36,Yes
CUST_953,64,35960,15082,649,24,No
CUST_954,34,50791,42245,442,60,No
CUST_955,31,127766,23569,488,12,Yes
CUST_956,29,45216,12086,571,12,No
CUST_957,54,52467,7317,831,24,No
CUST_958,32,84427,41389,599,36,No
CUST_959,55,132470,9491,725,60,No
CUST_960,55,82047,20916,345,24,Yes
CUST_961,21,93290,20248,394,36,No
CUST_962,60,67014,7511,363,48,No
CUST_963,42,24078,29226,712,48,No
CUST_964,49,98389,30025,308,36,Yes
CUST_965,28,70519,47314,758,12,No
CUST_966,31,24042,12848,708,12,No
CUST_967,61,69052,19274,769,48,No
CUST_968,57,34389,35958,805,12,No
CUST_969,34,115961,40233,372,12,No
CUST_970,50,88111,21304,383,36,No
CUST_971,55,125058,16294,358,36,No
CUST_972,41,113715,31425,320,12,Yes
CUST_973,57,70733,8175,757,36,No
CUST_974,25,54754,45617,456,60,Yes
CUST_975,39,38624,32775,628,48,No
CUST_976,34,105886,14425,502,60,No
CUST_977,46,46681,31013,405,60,No
CUST_978,24,109524,32928,421,12,Yes
CUST_979,45,101006,49990,617,12,No
CUST_980,62,44704,46212,481,60,Yes
CUST_981,45,124272,13210,615,60,No
CUST_982,38,114913,7759,705,24,No
CUST_983,60,114108,21091,369,24,Yes
CUST_984,28,143731,5002,459,48,Yes
CUST_985,59,27493,45958,539,60,Yes
CUST_986,60,89639,35160,822,36,No
CUST_987,34,120380,25707,437,24,Yes
CUST_988,52,74383,20248,794,12,No
CUST_989,58,22994,10773,546,60,Yes
CUST_990,53,89280,17786,842,36,No
CUST_991,43,67234,20037,823,36,No
CUST_992,35,67291,6885,542,36,No
CUST_993,53,148674,44828,635,12,No
CUST_994,45,112868,21331,721,24,No
CUST_995,37,25594,45612,493,36,No
CUST_996,53,125835,27495,607,24,Yes
CUST_997,22,27371,18450,805,48,No
CUST_998,34,67315,14491,580,12,Yes
CUST_999,60,103564,14268,738,24,No
CUST_1000,60,147251,32757,782,24,No
CUST_1001,59,121448,46907,522,36,No
CUST_1002,26,99526,11791,416,36,No
CUST_1003,26,132387,44939,491,12,No
CUST_1004,23,36626,33314,815,24,No
CUST_1005,27,106005,33583,829,60,No
CUST_1006,28,126258,26550,606,36,No
CUST_1007,62,125573,5093,831,36,No
CUST_1008,35,27130,40755,421,48,No
CUST_1009,49,26828,14967,453,12,No
CUST_1010,53,77514,21218,836,24,No
CUST_1011,50,127148,48220,751,24,No
CUST_1012,59,132524,13627,468,24,Yes
CUST_1013,47,124635,9947,358,36,Yes
CUST_1014,56,72664,44419,600,12,Yes
CUST_1015,49,131701,28178,849,24,No
CUST_1016,58,37883,33876,416,60,No
CUST_1017,53,63059,27908,426,48,No
CUST_1018,57,104078,40912,704,48,No
CUST_1019,47,62932,24971,698,24,No
CUST_1020,53,149900,37584,814,36,No
CUST_1021,24,81269,13959,797,48,No
CUST_1022,42,139850,33261,827,48,Yes
CUST_1023,22,95986,46065,697,48,No
CUST_1024,30,105959,44462,564,48,No
CUST_1025,25,22035,20835,562,24,No
CUST_1026,30,129767,24257,697,12,No
CUST_1027,53,60745,8346,826,12,No
CUST_1028,58,37241,35807,735,36,No
CUST_1029,33,72975,35418,659,60,No
CUST_1030,51,43154,16340,428,12,No
CUST_1031,56,45625,38012,540,60,Yes
CUST_1032,44,64950,40393,521,12,Yes
CUST_1033,35,118602,41617,513,12,Yes
CUST_1034,49,76396,14597,434,36,Yes
CUST_1035,28,119227,30557,685,48,No
CUST_1036,25,138920,12737,602,36,Yes
CUST_1037,49,33331,49768,586,12,No
CUST_1038,24,83927,46101,488,48,Yes
CUST_1039,32,106226,22276,596,48,No
CUST_1040,22,104719,12310,825,48,No
CUST_1041,47,83014,40167,688,60,No
CUST_1042,51,59346,42408,758,12,No
CUST_1043,56,90411,24344,560,24,Yes
CUST_1044,56,74478,15391,412,36,No
CUST_1045,46,32254,15892,335,60,Yes
CUST_1046,63,75734,16197,378,36,Yes
CUST_1047,47,48621,18050,574,24,Yes
CUST_1048,25,136490,41142,577,48,No
CUST_1049,40,96441,46615,611,24,No
CUST_1050,31,66121,48728,828,36,No
CUST_1051,30,147386,18535,503,24,Yes
CUST_1052,60,101418,46002,316,12,Yes
CUST_1053,58,80197,48271,775,24,No
CUST_1054,26,104577,10122,810,12,No
CUST_1055,28,114634,14852,509,24,Yes
CUST_1056,43,138034,10387,798,12,No
CUST_1057,46,62431,36759,701,12,No
CUST_1058,63,137637,45399,728,24,No
CUST_1059,32,119245,44994,377,60,Yes
CUST_1060,46,120211,42876,379,48,Yes
CUST_1061,33,24837,39878,605,48,No
CUST_1062,60,131984,38725,357,48,No
CUST_1063,38,110025,12146,829,12,No
CUST_1064,45,103163,5560,507,48,No
CUST_1065,53,91232,6312,810,12,No
CUST_1066,60,68994,23205,434,60,No
CUST_1067,63,99079,16595,821,24,No
CUST_1068,32,32615,27030,382,24,No
CUST_1069,64,21466,26329,343,12,No
CUST_1070,56,50771,43142,782,12,No
CUST_1071,24,138645,7651,792,60,No
CUST_1072,25,103886,15006,798,48,No
CUST_1073,57,85911,47701,317,60,No
CUST_1074,28,118566,40645,593,24,Yes
CUST_1075,62,40746,26966,447,24,No
CUST_1076,48,108422,32846,771,48,No
CUST_1077,51,129884,26774,471,24,Yes
CUST_1078,29,80739,9083,830,12,No
CUST_1079,49,128440,38513,419,24,No
CUST_1080,34,118187,13749,365,36,No
CUST_1081,60,93369,35783,440,48,No
CUST_1082,61,21893,22325,745,48,Yes
CUST_1083,42,50573,23680,805,48,Yes
CUST_1084,31,116907,22323,488,36,Yes
CUST_1085,43,60874,27684,457,60,No
CUST_1086,21,97362,39493,545,12,No
CUST_1087,57,119956,17213,332,48,No
CUST_1088,41,107460,36831,660,24,Yes
CUST_1089,46,147021,47296,629,12,Yes
CUST_1090,56,138580,32713,811,24,No
CUST_1091,43,53367,46621,370,12,No
CUST_1092,21,41199,12187,612,12,No
CUST_1093,60,136600,37800,378,24,No
CUST_1094,35,111404,37583,468,24,No
CUST_1095,41,94328,19408,479,12,Yes
CUST_1096,29,77724,27369,559,48,Yes
CUST_1097,29,106133,8414,785,24,No
CUST_1098,30,56405,24510,304,36,No
CUST_1099,46,118232,17120,596,36,Yes
CUST_1100,61,128659,39311,659,12,No
CUST_1101,55,35989,38039,416,60,No
CUST_1102,45,48931,10295,656,12,No
CUST_1103,46,29290,25460,738,12,No
CUST_1104,31,58367,19963,630,48,No
CUST_1105,58,141136,16580,824,48,No
CUST_1106,22,99878,27286,487,60,No
CUST_1107,27,110477,32328,580,60,No
CUST_1108,38,99481,24093,810,60,No
CUST_1109,47,96298,26605,765,60,No
CUST_1110,54,146299,49813,414,60,Yes
CUST_1111,47,50133,47705,535,12,Yes
CUST_1112,37,132616,11722,637,12,Yes
CUST_1113,63,125686,45969,821,36,Yes
CUST_1114,64,47052,41912,498,36,Yes
CUST_1115,44,127286,43374,349,24,No
CUST_1116,45,105489,11766,441,12,Yes
CUST_1117,27,60475,20928,827,60,No
CUST_1118,26,102666,26274,813,24,No
CUST_1119,44,116622,39416,329,48,Yes
CUST_1120,53,77656,25612,381,12,No
CUST_1121,49,24633,39898,330,36,No
CUST_1122,63,37304,34047,632,12,No
CUST_1123,42,127573,48356,476,12,Yes
CUST_1124,46,117820,42134,669,12,No
CUST_1125,48,66546,6506,846,12,No
CUST_1126,41,27008,20222,834,48,No
CUST_1127,27,68291,17363,405,36,Yes
CUST_1128,37,47405,24613,396,12,No
CUST_1129,40,137069,49563,529,48,Yes
CUST_1130,61,56386,35628,526,24,No
CUST_1131,40,110909,47626,670,12,No
CUST_1132,42,40827,9136,399,48,Yes
CUST_1133,48,53040,16161,744,60,No
CUST_1134,60,80354,40457,767,24,Yes
CUST_1135,27,98543,28574,354,36,Yes
CUST_1136,21,38157,31902,494,12,Yes
CUST_1137,52,117693,7810,819,12,Yes
CUST_1138,33,55315,16663,723,48,No
CUST_1139,50,55932,11152,614,36,No
CUST_1140,43,41164,5012,427,60,Yes
CUST_1141,39,34414,16162,331,24,No
CUST_1142,52,147597,27322,392,36,Yes
CUST_1143,50,34327,12999,818,12,No
CUST_1144,49,133880,12219,557,48,Yes
CUST_1145,49,20946,10328,519,60,Yes
CUST_1146,50,34693,8621,405,48,No
CUST_1147,36,47241,29256,847,24,No
CUST_1148,60,135194,49433,715,36,Yes
CUST_1149,39,115790,16314,608,48,No
CUST_1150,38,35540,5652,665,48,No
CUST_1151,21,92255,21182,820,12,No
CUST_1152,34,84757,46580,758,48,No
CUST_1153,22,61203,41558,669,60,No
CUST_1154,48,45081,20659,630,36,No
CUST_1155,50,81861,39413,310,24,Yes
CUST_1156,58,31350,15435,806,48,No
CUST_1157,24,75512,33067,718,60,No
CUST_1158,21,76809,27258,421,24,No
CUST_1159,28,121894,33287,534,60,No
CUST_1160,49,117557,8688,630,48,No
CUST_1161,59,62832,12689,842,48,No
CUST_1162,23,48369,6379,647,36,No
CUST_1163,52,51728,42011,711,12,No
CUST_1164,30,37576,48005,523,60,No
CUST_1165,30,49001,32624,452,12,No
CUST_1166,39,147625,30964,511,12,No
CUST_1167,54,103384,27891,391,24,No
CUST_1168,53,20390,43379,630,24,No
CUST_1169,43,107535,17516,766,60,No
CUST_1170,48,65436,18886,527,12,No
CUST_1171,52,31569,25307,493,36,No
CUST_1172,27,33029,29843,829,12,No
CUST_1173,49,42490,10912,542,24,Yes
CUST_1174,28,65875,26514,688,12,No
CUST_1175,21,143552,26823,575,48,No
CUST_1176,23,120864,33797,749,48,No
CUST_1177,44,25867,11449,777,36,No
CUST_1178,43,100820,6725,779,60,No
CUST_1179,28,119515,20870,587,12,No
CUST_1180,57,29121,14304,839,48,No
CUST_1181,23,21539,12522,629,60,No
CUST_1182,53,111024,18663,769,48,No
CUST_1183,48,37027,9784,833,60,No
CUST_1184,28,147402,14472,766,60,No
CUST_1185,54,94229,33952,719,48,No
CUST_1186,55,28921,15055,421,24,Yes
CUST_1187,52,70435,34508,607,60,No
CUST_1188,44,142368,17676,633,12,Yes
CUST_1189,34,30310,30192,719,48,No
CUST_1190,52,83965,29722,625,24,No
CUST_1191,63,142033,12446,549,48,No
CUST_1192,36,131048,9725,394,36,No
CUST_1193,24,116444,25061,595,12,Yes
CUST_1194,57,89922,27671,483,36,No
CUST_1195,41,117799,6409,559,60,No
CUST_1196,34,113948,13205,485,60,No
CUST_1197,51,102839,21365,708,36,No
CUST_1198,38,32242,5256,368,36,No
CUST_1199,27,137027,20704,307,60,Yes
CUST_1200,30,132561,34902,564,24,No
CUST_1201,27,28947,40758,783,12,No
CUST_1202,53,132250,6195,670,48,No
CUST_1203,43,91466,39012,382,36,Yes
CUST_1204,41,123706,16415,510,12,Yes
CUST_1205,39,140351,44534,612,48,No
CUST_1206,39,144749,26686,636,48,No
CUST_1207,56,81816,16662,789,36,No
CUST_1208,49,68785,33743,702,24,Yes
CUST_1209,38,139963,37161,490,24,No
CUST_1210,22,20507,48081,634,12,No
CUST_1211,21,86972,7402,821,12,No
CUST_1212,25,47151,18275,386,60,No
CUST_1213,40,31618,33182,361,24,No
CUST_1214,31,94286,19915,686,12,Yes
CUST_1215,62,36122,5909,445,60,No
CUST_1216,22,27354,5372,452,48,No
CUST_1217,23,129598,27620,648,12,No
CUST_1218,43,50979,39112,477,60,Yes
CUST_1219,32,106436,13515,786,24,No
CUST_1220,40,99376,7431,546,48,Yes
CUST_1221,25,72774,26054,553,12,No
CUST_1222,57,122703,37624,799,24,Yes
CUST_1223,58,25037,15585,840,48,No
CUST_1224,50,48633,36958,651,36,No
CUST_1225,29,44495,6695,811,24,No
CUST_1226,54,84550,39675,312,36,No
CUST_1227,64,101384,38787,450,12,No
CUST_1228,55,56483,49225,349,60,Yes
CUST_1229,42,133181,6403,514,12,No
CUST_1230,64,93373,22810,671,24,No
CUST_1231,44,54069,13855,412,36,Yes
CUST_1232,37,27370,43636,551,36,No
CUST_1233,30,139873,15839,640,48,No
CUST_1234,50,136843,5010,352,12,Yes
CUST_1235,43,91947,44098,429,12,No
CUST_1236,52,59133,14230,492,24,Yes
CUST_1237,37,116035,45232,356,36,No
CUST_1238,37,115761,40771,396,24,No
CUST_1239,34,133753,34256,497,24,Yes
CUST_1240,29,20692,30651,446,36,No
CUST_1241,60,48926,37383,594,24,No
CUST_1242,22,119782,44963,311,36,Yes
CUST_1243,45,124700,18662,632,24,No
CUST_1244,59,93984,18739,519,60,No
CUST_1245,29,63390,6789,697,24,No
CUST_1246,42,69593,24420,641,24,No
CUST_1247,63,95609,28761,811,60,No
CUST_1248,24,120950,45366,471,12,Yes
CUST_1249,46,25209,42606,767,36,No
CUST_1250,49,146700,43640,465,48,No
CUST_1251,54,26533,49135,469,60,No
CUST_1252,43,106597,42067,811,12,No
CUST_1253,57,27211,22357,488,24,No
CUST_1254,31,29927,44851,419,12,No
CUST_1255,26,97463,43262,404,60,Yes
CUST_1256,38,137333,16317,340,24,Yes
CUST_1257,41,44594,26534,620,12,No
CUST_1258,62,94852,30734,634,48,No
CUST_1259,56,97713,40897,459,36,Yes
CUST_1260,61,96382,37872,563,36,No
CUST_1261,58,27933,45201,829,60,No
CUST_1262,54,123780,12689,776,24,No
CUST_1263,37,132157,8567,651,24,No
CUST_1264,57,60696,25732,844,36,No
CUST_1265,45,85449,25774,509,12,No
CUST_1266,58,87616,28195,795,24,Yes
CUST_1267,32,26089,42412,681,48,Yes
CUST_1268,43,76548,49098,780,48,Yes
CUST_1269,62,46123,27257,304,24,Yes
CUST_1270,42,27797,9394,333,24,Yes
CUST_1271,41,70013,41302,444,36,Yes
CUST_1272,47,28346,27228,650,60,No
CUST_1273,51,105414,17388,764,36,Yes
CUST_1274,26,53672,16319,647,60,No
CUST_1275,47,37653,11475,424,48,Yes
CUST_1276,60,69556,36555,570,60,No
CUST_1277,54,143723,23158,656,36,Yes
CUST_1278,32,128278,19728,826,24,No
CUST_1279,27,46140,49774,797,60,No
CUST_1280,30,21184,34545,452,36,No
CUST_1281,37,143626,36100,352,48,No
CUST_1282,46,54493,21150,448,60,No
CUST_1283,41,64148,38214,802,48,No
CUST_1284,48,44846,37876,749,48,No
CUST_1285,22,131361,8239,518,12,No
CUST_1286,63,42195,43699,576,60,No
CUST_1287,21,25606,41821,751,36,No
CUST_1288,56,23956,35615,727,60,No
CUST_1289,46,36555,18746,382,60,No
CUST_1290,49,110385,25921,517,48,No
CUST_1291,41,38690,27745,826,48,No
CUST_1292,31,78502,6245,703,48,No
CUST_1293,60,144586,29853,589,48,Yes
CUST_1294,31,68849,32632,719,36,No
CUST_1295,56,46347,17856,638,24,No
CUST_1296,59,118725,10105,718,12,No
CUST_1297,60,123844,40690,506,48,Yes
CUST_1298,55,111321,7513,564,48,Yes
CUST_1299,54,69056,7801,335,12,No
CUST_1300,44,83851,37345,672,48,Yes
CUST_1301,42,118234,18895,787,24,No
CUST_1302,25,101502,44749,558,60,No
CUST_1303,53,116633,13221,830,12,No
CUST_1304,56,101418,11038,322,36,Yes
CUST_1305,40,90211,37031,403,12,No
CUST_1306,39,61850,20082,540,24,No
CUST_1307,55,98545,19648,552,36,No
CUST_1308,63,47843,5364,441,60,No
CUST_1309,37,82320,39568,750,48,No
CUST_1310,63,49793,19110,606,12,No
CUST_1311,54,59516,10958,799,36,No
CUST_1312,29,124407,14096,307,12,Yes
CUST_1313,46,149045,12436,368,60,No
CUST_1314,22,37857,26177,367,12,Yes
CUST_1315,29,39627,31754,707,36,No
CUST_1316,29,81822,29544,817,24,No
CUST_1317,60,104101,17638,418,36,Yes
CUST_1318,37,111561,5179,330,12,No
CUST_1319,21,72248,8873,817,60,No
CUST_1320,45,75798,22570,782,48,No
CUST_1321,63,113368,22157,506,48,Yes
CUST_1322,60,64116,9460,686,60,Yes
CUST_1323,62,95318,5352,711,12,No
CUST_1324,45,124186,26586,669,60,Yes
CUST_1325,59,147119,10344,652,12,Yes
CUST_1326,55,107902,9507,635,36,No
CUST_1327,23,48557,42598,588,24,Yes
CUST_1328,57,91334,48988,439,12,No
CUST_1329,64,95163,37885,599,48,No
CUST_1330,64,126719,21865,312,48,No
CUST_1331,50,143099,42055,727,24,No
CUST_1332,58,98002,32213,699,12,Yes
CUST_1333,54,62614,9477,408,24,No
CUST_1334,32,32720,11533,784,36,No
CUST_1335,39,77608,28396,655,24,Yes
CUST_1336,57,127449,17755,448,36,No
